ImgID,Quality,Country,Season,Variety,PlotSize_acres,EstimatedYieldKG,YieldPerAcre
id_c624200f,1,Kenya,2018 LR,h6213,1,,
id_c6350bd4,0,Kenya,2017 LR,H 6213,0.2,,
id_c63c6c47,1,Kenya,2018 LR,otherhybrid,3,,
id_c63f2d85,,Rwanda,2015A,DK,0.0247105,,
id_c6409eb2,0,Kenya,2016 LR,Local,0.25,,
id_c6461e86,3,Kenya,2018 LR,localmaize,0.5,,
id_c64c5108,0,Kenya,2018 LR,scduma43,0.75,,
id_c650e53e,0,Kenya,2018 LR,localmaize,0.25,,
id_c652b573,0,Kenya,2018 LR,h6213,1.3,,
id_c6541807,,Rwanda,2016B,nsp,1.779156,,
id_c6560c74,0,Kenya,2018 LR,localmaize,0.2,,
id_c657c5b0,,Rwanda,2015A,Unspecified local,0.0741315,,
id_c678f8e9,0,Kenya,2018 LR,localmaize,0.75,,
id_c688a6ea,0,Kenya,2018 LR,otherhybrid,0.5,,
id_c68a5f4f,3,Kenya,2016 LR,Local,0.5,,
id_c6a676eb,,Rwanda,2015B,NSP,0.035336015,,
id_c6b3fbac,0,Kenya,2018 LR,otherhybrid,1,,
id_c6b42f7b,0,Kenya,2018 LR,dk90-89,0.5,,
id_c6b94127,0,Kenya,2018 LR,h6213,0.25,,
id_c6bd0d5d,0,Kenya,2018 LR,h6213,1.3,,
id_c6cac525,0,Kenya,2018 LR,h614d,0.25,,
id_c6e796c4,0,Kenya,2018 LR,h6213,0.25,,
id_c6f4b1a6,0,Kenya,2016 LR,Other_Hybrid,0.5,,
id_c7028a28,0,Kenya,2018 LR,otherhybrid,2,,
id_c704b2c9,0,Kenya,2018 LR,scduma43,1,,
id_c70e01b2,3,Kenya,2017 LR,H 614D,0.25,,
id_c728fb8d,0,Kenya,2018 LR,h6213,1,,
id_c72bd2ca,0,Kenya,2018 LR,h6218,0.5,,
id_c737f656,0,Kenya,2018 LR,dk8031 otherhybrid,0.25,,
id_c738da10,0,Kenya,2018 LR,localmaize,0.4375,,
id_c73ac329,0,Kenya,2018 LR,h6213,0.1,,
id_c7476eda,0,Kenya,2018 LR,h6213,0.25,,
id_c754013f,,Rwanda,2015B,PAN 4M21,0.03706575,,
id_c765816e,3,Kenya,2016 LR,PAN_691,0.25,,
id_c7760192,0,Kenya,2016 LR,Local,1,,
id_c77cf224,0,Kenya,2016 LR,Other_Hybrid,0.75,,
id_c77e3d66,0,Kenya,2018 LR,pioneerp3812w otherhybrid,3,,
id_c786ae3c,0,Kenya,2018 LR,scduma43,0.25,,
id_c78adb9b,1,Kenya,2018 LR,localmaize,0.25,,
id_c792b972,0,Kenya,2018 LR,wh505,1,,
id_c794d52b,0,Kenya,2018 LR,dk8031,0.25,,
id_c79d9b69,0,Kenya,2018 LR,h6213,1.25,,
id_c79dc33d,0,Kenya,2018 LR,dk8031,0.25,,
id_c7a19d79,0,Kenya,2018 LR,h614d,1.25,,
id_c7a703db,0,Kenya,2016 LR,PN_15,0.25,,
id_c7a7dd77,0,Kenya,2016 LR,Local,0.25,,
id_c7a93450,0,Kenya,2018 LR,h6213,0.125,,
id_c7b483d9,0,Kenya,2018 LR,h614d h6213,0.4,,
id_c7b62aea,0,Kenya,2018 LR,h6213,1.5,,
id_c7bc1e90,3,Kenya,2016 LR,Local,0.25,,
id_c7d9ae61,0,Kenya,2018 LR,localmaize,0.0625,,
id_c7dd48dd,0,Kenya,2018 LR,scduma43,1.25,,
id_c7dec4d8,0,Kenya,2018 LR,h6213,0.25,,
id_c7e0beca,1,Kenya,2018 LR,wh505,1,,
id_c7f3cb14,0,Kenya,2017 LR,WH 505,0.5,,
id_c7f3de1c,0,Kenya,2018 LR,wh505,0.25,,
id_c7f68e62,0,Kenya,2016 LR,Other_Hybrid,0.5,,
id_c7ff7881,0,Kenya,2018 LR,dk8031,0.25,,
id_c7ff78b2,0,Kenya,2018 LR,pan691,1,,
id_c805ee93,0,Kenya,2018 LR,h6213 otherhybrid,1.25,,
id_c80b1e21,0,Kenya,2018 LR,h614d,0.5,,
id_c80f416e,1,Kenya,2016 LR,H_6218,0.5,,
id_c82404d4,0,Kenya,2018 LR,h6213,0.8,,
id_c82aad50,0,Kenya,2017 LR,PAN 691,0.5,,
id_c84fa64b,0,Kenya,2018 LR,otherhybrid,0.5,,
id_c858093d,0,Kenya,2018 LR,sctembo73,1,,
id_c86d485d,0,Kenya,2018 LR,scduma43,1.25,,
id_c8715654,0,Kenya,2018 LR,Pioneer P3812W,0.5,,
id_c8726b30,1,Kenya,2016 LR,WH_509,0.125,,
id_c8744212,0,Kenya,2016 LR,SC DUMA 43,0.25,,
id_c87ea7cb,0,Kenya,2018 LR,otherhybrid,0.125,,
id_c885d853,0,Kenya,2018 LR,h614d h6213,0.25,,
id_c8ae4a19,0,Kenya,2018 LR,h614d,0.75,,
id_c8c1b312,0,Kenya,2018 LR,h614d,1,,
id_c8c4aaee,0,Kenya,2017 LR,SC DUMA 43,0.5,,
id_c8c97c92,,Rwanda,2017A,pan_691,0.1235525,,
id_c8cbe663,0,Kenya,2017 LR,H 6213,0.5,,
id_c8ebc7a5,3,Kenya,2018 LR,dk777,0.5,,
id_c900d88d,0,Kenya,2018 LR,wh505,1,,
id_c9172a53,0,Kenya,2018 LR,dk8031,0.5,,
id_c91a8f9c,0,Kenya,2018 LR,h6213,0.25,,
id_c91d8bda,,Rwanda,2015B,NSP,0.1235525,,
id_c91f6c7d,0,Kenya,2017 LR,H 6213,0.2,,
id_c92a0a68,,Rwanda,2018A,pan_4m21,0.1235525,,
id_c943eee3,1,Kenya,2018 LR,localmaize,0.2,,
id_c945d3be,,Rwanda,2018A,sc_403,0.1235525,,
id_c9469800,0,Kenya,2018 LR,dk8031,0.5,,
id_c95146ef,0,Kenya,2018 LR,dk8031,0.75,,
id_c9531c2d,0,Kenya,2016 LR,Local,0.25,,
id_c96d5f28,,Rwanda,2015A,DK,0.0741315,,
id_c96f4c1c,0,Kenya,2018 LR,localmaize,0.75,,
id_c987c332,0,Kenya,2018 LR,dk90-89,0.25,,
id_c99083f8,0,Kenya,2018 LR,h614d,0.5,,
id_c993fe91,0,Kenya,2018 LR,h6213,0.25,,
id_c9960282,0,Kenya,2018 LR,h614d,0.25,,
id_c9a00510,0,Kenya,2018 LR,otherhybrid,0.5,,
id_c9a2f647,1,Kenya,2016 LR,WH_505,0.25,,
id_c9a9239b,0,Kenya,2018 LR,wh505,0.25,,
id_c9ababa0,0,Kenya,2018 LR,localmaize,0.125,,
id_c9c698a6,,Rwanda,2015B,NSP,0.06177625,,
id_c9c7cc09,0,Kenya,2018 LR,h614d,2,,
id_c9ca1c1c,0,Kenya,2018 LR,h6213,0.3,,
id_c9d25d76,,Tanzania,2015 LR,DK 8053,0.5,,
id_c9d5325c,0,Kenya,2018 LR,wh509,0.25,,
id_c9d97013,1,Kenya,2016 LR,DK 8031,0.25,,
id_c9de0709,0,Kenya,2018 LR,dk8031,0.75,,
id_c9e2325f,0,Kenya,2018 LR,h6218,1.5,,
id_c9e37fae,0,Kenya,2018 LR,h6213,1,,
id_c9e8510e,0,Kenya,2016 LR,H_6213,1,,
id_c9f99e17,0,Kenya,2018 LR,h6213,2.5,,
id_ca007059,0,Kenya,2018 LR,h614d h6213,0.2,,
id_ca1a83d4,0,Kenya,2018 LR,otherhybrid,0.75,,
id_ca22e013,0,Kenya,2018 LR,dk8031,0.5,,
id_ca2f7b19,0,Kenya,2018 LR,h6213,1,,
id_ca385dc8,2,Kenya,2016 LR,SC_DUMA_43,0.5,,
id_ca39d073,0,Kenya,2018 LR,dk8031,0.5,,
id_ca41b374,1,Kenya,2018 LR,localmaize,0.25,,
id_ca456594,0,Kenya,2018 LR,scduma43,0.75,,
id_ca4915cf,,Rwanda,2015A,ZM 607,0.296526,,
id_ca4b3542,2,Kenya,2018 LR,otherhybrid,0.5,,
id_ca4b8aa2,,Rwanda,2015B,NSP,0.03706575,,
id_ca5de7ac,0,Kenya,2018 LR,wh505,0.75,,
id_ca6f6d70,0,Kenya,2017 LR,H 614D,0.05,,
id_ca79016c,0,Kenya,2018 LR,dk8031,0.5,,
id_ca7c2ce3,0,Kenya,2018 LR,otherhybrid localmaize,1,,
id_ca82d815,0,Kenya,2018 LR,scduma43,0.5,,
id_caa6ebc8,0,Kenya,2018 LR,h6218,0.5,,
id_cac6e749,0,Kenya,2018 LR,h614d,0.25,,
id_cadc42bc,1,Kenya,2016 LR,Local,0.5,,
id_cadc798e,0,Kenya,2018 LR,sctembo73,0.25,,
id_cafa7326,1,Kenya,2018 LR,h6213,0.25,,
id_cb024c95,0,Kenya,2018 LR,localmaize,0.5,,
id_cb056431,0,Kenya,2018 LR,Pioneer P3812W,0.25,,
id_cb06fe8d,0,Kenya,2018 LR,h614d h6213,1,,
id_cb0cd046,0,Kenya,2017 LR,SC Tembo 73,0.0625,,
id_cb1272a9,0,Kenya,2018 LR,wh505,0.5,,
id_cb156fc2,0,Kenya,2018 LR,h6213,2,,
id_cb21ead9,0,Kenya,2018 LR,otherhybrid,0.5,,
id_cb436c44,,Rwanda,2017A,m_101,0.1235525,,
id_cb45143f,2,Kenya,2018 LR,localmaize,1,,
id_cb4ef99d,0,Kenya,2017 LR,DK 8031,0.25,,
id_cb4fbb4a,1,Kenya,2018 LR,h6213,0.25,,
id_cb62551f,0,Kenya,2018 LR,dk8031,0.25,,
id_cb6d93b1,1,Kenya,2018 LR,h6213,2,,
id_cb6ee038,,Rwanda,2018A,pan_4m21,0.1235525,,
id_cb733a8b,0,Kenya,2018 LR,wh505,0.5,,
id_cb7efeab,0,Kenya,2018 LR,dk90-89,0.5,,
id_cb850e85,0,Kenya,2018 LR,h6213,0.5,,
id_cb894b42,1,Kenya,2018 LR,h6218,0.25,,
id_cb98affe,0,Kenya,2018 LR,scduma43,0.5,,
id_cbad334f,0,Kenya,2016 LR,SC_DUMA_43,0.5,,
id_cbb0f942,0,Kenya,2018 LR,h6218,1,,
id_cbc19585,0,Kenya,2018 LR,otherhybrid,0.5,,
id_cbceb024,0,Kenya,2018 LR,h614d,0.6,,
id_cbcf525e,0,Kenya,2018 LR,localmaize,0.5,,
id_cbded6bf,1,Kenya,2016 LR,Local,0.25,,
id_cbeb484a,,Rwanda,2015B,NSP,0.06177625,,
id_cbf9d27e,1,Kenya,2018 LR,wh505,0.75,,
id_cbf9e9e3,0,Kenya,2018 LR,h614d,0.5,,
id_cbf9f8a6,0,Kenya,2018 LR,otherhybrid,1,,
id_cbfe8646,0,Kenya,2018 LR,h6213,0.9,,
id_cc0009e1,0,Kenya,2018 LR,dk8031,0.25,,
id_cc092d35,0,Kenya,2018 LR,localmaize,0.125,,
id_cc1e662d,3,Kenya,2018 LR,otherhybrid localmaize,0.5,,
id_cc28788f,1,Kenya,2018 LR,localmaize,0.25,,
id_cc28daa5,0,Kenya,2018 LR,h6213,1,,
id_cc2b01ca,,Rwanda,2015A,Unspecified hybrid,0.098842,,
id_cc2b8771,,Rwanda,2018A,sc_637,0.1235525,,
id_cc31cffc,0,Kenya,2018 LR,dk8031,0.5,,
id_cc3c2fb0,0,Kenya,2016 LR,Local,0.25,,
id_cc4dcb00,0,Kenya,2018 LR,pioneerp3812w,0.25,,
id_cc5335a3,1,Kenya,2018 LR,h6218,0.25,,
id_cc555611,0,Kenya,2016 LR,DK_8031,0.25,,
id_cc57281b,0,Kenya,2018 LR,otherhybrid,0.25,,
id_cc587ebd,,Rwanda,2015A,Unspecified OPV,0.1235525,,
id_cc59f4c4,2,Kenya,2018 LR,pioneerp3812w pn15,2.5,,
id_cc626e57,1,Kenya,2016 LR,Other_Hybrid,0.2,,
id_cc765186,0,Kenya,2018 LR,h6213,1,,
id_cc847d66,0,Kenya,2018 LR,wh505,0.5,,
id_cc93264b,0,Kenya,2018 LR,h6213 otherhybrid,0.2,,
id_cc9bab84,0,Kenya,2016 LR,SC_SIMBA_61,0.5,,
id_cca0a8c1,0,Kenya,2018 LR,h6213,0.8,,
id_cca7badf,0,Kenya,2017 LR,H 6213,0.25,,
id_cca89d43,0,Kenya,2018 LR,otherhybrid,1,,
id_cca89f8a,,Rwanda,2018A,unknown,0.1235525,,
id_ccb1795e,0,Kenya,2018 LR,h6213,0.5,,
id_ccb5aa58,0,Kenya,2018 LR,dk8031 dk90-89 localmaize,0.75,,
id_ccbc2417,,Tanzania,2015 LR,Kienyeji,5,,
id_cccb750d,1,Kenya,2018 LR,h6213,1.25,,
id_ccd15277,0,Kenya,2018 LR,localmaize,0.5,,
id_ccd37f50,1,Kenya,2018 LR,h6213,1.75,,
id_ccd8f405,0,Kenya,2018 LR,dk8031,0.5,,
id_cce109d7,,Rwanda,2017A,pan_691,0.1235525,,
id_cce6255d,3,Kenya,2016 LR,Local,0.25,,
id_cd12353c,0,Kenya,2016 LR,Local,0.5,,
id_cd1a5a4b,0,Kenya,2018 LR,wh505,1,,
id_cd1d0435,0,Kenya,2018 LR,otherhybrid,1,,
id_cd2233d5,0,Kenya,2018 LR,h614d,0.25,,
id_cd2cec06,0,Kenya,2016 LR,Local,0.5,,
id_cd3fe669,0,Kenya,2018 LR,dk8031,0.125,,
id_cd5038c1,0,Kenya,2018 LR,localmaize,0.5,,
id_cd5154dd,0,Kenya,2016 LR,Local,1,,
id_cda0ef98,0,Kenya,2017 LR,H 614D,0.15,,
id_cdae85ac,0,Kenya,2018 LR,wh505 localmaize,0.5,,
id_cdaf8e1a,0,Kenya,2018 LR,h6213,2,,
id_cdb4c218,0,Kenya,2018 LR,h6213,1,,
id_cdb7a29a,3,Kenya,2018 LR,wh505,0.25,,
id_cdc29e5e,0,Kenya,2018 LR,localmaize,0.5,,
id_cdc71556,0,Kenya,2018 LR,localmaize,0.25,,
id_cdca7825,0,Kenya,2018 LR,wh505,0.5,,
id_cddf3006,0,Kenya,2018 LR,h6213,0.25,,
id_cdf059ab,0,Kenya,2018 LR,scduma43,0.75,,
id_cdf437c5,0,Kenya,2018 LR,h6213,0.75,,
id_cdfecb3e,0,Kenya,2018 LR,dk8031,0.25,,
id_ce049e8a,0,Kenya,2018 LR,dk8031,1,,
id_ce06f5f5,,Rwanda,2018A,hybrid_unknown,0.1235525,,
id_ce080bec,0,Kenya,2017 LR,H 614D,0.25,,
id_ce174a1b,0,Kenya,2018 LR,wh505,0.75,,
id_ce2905b2,,Rwanda,2017A,pan_691,0.1235525,,
id_ce2ab3a6,0,Kenya,2017 LR,DK 8031,0.25,,
id_ce2c531d,,Rwanda,2015A,Unspecified selected,0.1729735,,
id_ce49a8b2,0,Kenya,2018 LR,h6213,0.25,,
id_ce54e715,0,Kenya,2018 LR,localmaize,0.0625,,
id_ce55a678,,Rwanda,2016B,pan4m21,0.395368,,
id_ce608c97,1,Kenya,2018 LR,h6213,0.5,,
id_ce6a5955,0,Kenya,2018 LR,otherhybrid,1.25,,
id_ce6ea22f,0,Kenya,2018 LR,h6213,0.5,,
id_ce79531e,0,Kenya,2018 LR,otherhybrid,0.25,,
id_ce7b7ff0,0,Kenya,2018 LR,localmaize,1.5,,
id_ce898339,0,Kenya,2017 LR,H 6213,0.5,,
id_ce924e39,0,Kenya,2018 LR,h6213,0.5,,
id_ce9781bd,0,Kenya,2018 LR,localmaize,0.5,,
id_ce982a87,2,Kenya,2016 LR,H_6213,0.25,,
id_ceaf6ace,0,Kenya,2016 LR,Local,0.125,,
id_ceb01cd4,0,Kenya,2018 LR,otherhybrid,0.3,,
id_cec87d37,0,Kenya,2018 LR,h6213,0.5,,
id_cee3af17,0,Kenya,2018 LR,pioneerp3812w localmaize,1,,
id_cee90225,,Rwanda,2018A,pan_4m21,0.1235525,,
id_ceeba97a,,Rwanda,2015B,NSP,0.098842,,
id_cefbff67,0,Kenya,2017 LR,WH 505,0.25,,
id_cf039c85,0,Kenya,2018 LR,h6213,6,,
id_cf07edb3,,Rwanda,2018A,pan_4m21,0.1235525,,
id_cf2c652c,1,Kenya,2016 LR,Local,0.25,,
id_cf39ce99,0,Kenya,2018 LR,localmaize,1,,
id_cf3b0805,3,Kenya,2018 LR,dk90-89,0.25,,
id_cf3bb5e0,,Rwanda,2015A,DK,0.049421,,
id_cf48185f,2,Kenya,2017 LR,DK 8031,0.25,,
id_cf4dbcde,0,Kenya,2016 LR,Local,0.25,,
id_cf577ff1,0,Kenya,2018 LR,h614d,0.25,,
id_cf5a7c40,0,Kenya,2018 LR,h6218,0.4,,
id_cf774dff,0,Kenya,2018 LR,localmaize,0.25,,
id_cf7c5b1b,0,Kenya,2018 LR,dk777,0.5,,
id_cf8d89b0,0,Kenya,2018 LR,h614d,1,,
id_cf9760ef,2,Kenya,2018 LR,dk8031,0.25,,
id_cf99799d,0,Kenya,2018 LR,h614d,0.125,,
id_cfa7be2b,3,Kenya,2016 LR,Local,0.0625,,
id_cfbaef93,0,Kenya,2016 LR,WH_505,0.25,,
id_cfc2c3d0,0,Kenya,2018 LR,sctembo73,0.25,,
id_cfc3a013,0,Kenya,2016 LR,DK 8031,0.5,,
id_cfc40f42,0,Kenya,2018 LR,dk8031,0.25,,
id_cfc7f6ac,,Rwanda,2015A,ZM 607,0.0741315,,
id_cfd7a2d8,0,Kenya,2016 LR,DK_8031,0.5,,
id_cfe2f4f6,0,Kenya,2018 LR,pioneerp3812w,0.5,,
id_cff0b49e,0,Kenya,2016 LR,DK 8031,1,,
id_cffe5848,0,Kenya,2018 LR,h6213,1,,
id_d02236d6,1,Kenya,2018 LR,wh505 localmaize,0.5,,
id_d02565b4,0,Kenya,2016 LR,Local,0.25,,
id_d02f14f1,0,Kenya,2018 LR,otherhybrid,0.75,,
id_d032c2c9,1,Kenya,2018 LR,h6213,0.25,,
id_d0345b6c,1,Kenya,2018 LR,localmaize,0.5,,
id_d03c2146,0,Kenya,2018 LR,otherhybrid,1.25,,
id_d045b47f,1,Kenya,2016 LR,Local,0.25,,
id_d0523546,0,Kenya,2018 LR,h6213,0.125,,
id_d065dd65,0,Kenya,2018 LR,scsimba61,0.5,,
id_d065e58e,1,Kenya,2018 LR,dk8031,1,,
id_d06e6d30,0,Kenya,2018 LR,dk8031,0.25,,
id_d07f3e99,,Rwanda,2015B,NSP,0.148263,,
id_d085d781,1,Kenya,2018 LR,h614d,0.3,,
id_d08ad62a,0,Kenya,2016 LR,H_614D,0.25,,
id_d08bab92,1,Kenya,2018 LR,h6213,0.75,,
id_d092b4fd,0,Kenya,2018 LR,localmaize,2,,
id_d09b9c9b,0,Kenya,2018 LR,h614d h6213,1,,
id_d0a260f1,1,Kenya,2018 LR,h6218,0.5,,
id_d0a2d029,0,Kenya,2018 LR,h614d,0.5,,
id_d0a53353,0,Kenya,2018 LR,h6213,0.35,,
id_d0b7a53c,1,Kenya,2018 LR,dk8031,1,,
id_d0c448e9,0,Kenya,2018 LR,dk8031,0.5,,
id_d0c4640e,0,Kenya,2018 LR,dk8031,0.5,,
id_d0c9c466,0,Kenya,2018 LR,h614d localmaize,0.5,,
id_d0d2776b,0,Kenya,2018 LR,dk8031,1,,
id_d0dc53ff,,Rwanda,2017A,Unknown,0.1235525,,
id_d0dfaee4,0,Kenya,2018 LR,localmaize,0.5625,,
id_d0e12b5c,0,Kenya,2018 LR,localmaize,0.5,,
id_d0e16409,0,Kenya,2016 LR,WH_505,0.5,,
id_d0e27b91,0,Kenya,2018 LR,scduma43,1,,
id_d117d9a6,0,Kenya,2018 LR,dk8031,0.25,,
id_d11e26e3,0,Kenya,2018 LR,otherhybrid localmaize,1,,
id_d1203dcf,0,Kenya,2018 LR,localmaize,0.25,,
id_d125d26b,0,Kenya,2017 LR,H 614D,0.4,,
id_d136d0e0,0,Kenya,2018 LR,otherhybrid,1.75,,
id_d1396dab,0,Kenya,2018 LR,h6213,0.25,,
id_d143d53f,0,Kenya,2018 LR,h614d,0.4,,
id_d147396e,0,Kenya,2018 LR,otherhybrid localmaize,0.5,,
id_d14bbdb5,0,Kenya,2016 LR,SC_SIMBA_61,0.25,,
id_d14d38b2,0,Kenya,2018 LR,scduma43,0.25,,
id_d1536e85,0,Kenya,2018 LR,h6213,1,,
id_d17955ec,0,Kenya,2018 LR,localmaize,0.125,,
id_d17b8298,,Rwanda,2017A,unknown_Hybrid,0.1235525,,
id_d1810463,0,Kenya,2018 LR,pan691,1,,
id_d1893c74,1,Kenya,2018 LR,scduma43,0.25,,
id_d198377c,0,Kenya,2017 LR,DK 8031,0.25,,
id_d1a1882c,,Rwanda,2015A,DK,0.543631,,
id_d1a8b639,3,Kenya,2018 LR,localmaize,0.25,,
id_d1a9a2ff,0,Kenya,2018 LR,scsimba61,0.25,,
id_d1a9d148,0,Kenya,2016 LR,H 614D,0.25,,
id_d1aa2436,3,Kenya,2018 LR,localmaize,0.5,,
id_d1b53905,0,Kenya,2018 LR,wh505,0.4,,
id_d1b7460f,1,Kenya,2018 LR,localmaize,0.125,,
id_d1d7ac41,0,Kenya,2018 LR,H 6213,3.5,,
id_d1e9df82,0,Kenya,2016 LR,SC_DUMA_43,0.0625,,
id_d1f4183e,0,Kenya,2018 LR,h6213,1,,
id_d1f8f109,0,Kenya,2018 LR,h6218,0.75,,
id_d1fbe034,0,Kenya,2018 LR,wh505,0.5,,
id_d205e430,,Rwanda,2015B,NSP,0.20509715,,
id_d21d7459,2,Kenya,2018 LR,pioneerp3812w,1,,
id_d2335556,0,Kenya,2016 LR,Local,0.25,,
id_d234a602,0,Kenya,2018 LR,dk8031,0.5,,
id_d23aeb8d,,Rwanda,2015A,DK,0.0741315,,
id_d2422df3,0,Kenya,2018 LR,scduma43 wh509 localmaize,1.25,,
id_d2476119,0,Kenya,2018 LR,otherhybrid,0.5,,
id_d24cac7b,,Rwanda,2016B,pan691,1.00077525,,
id_d265ef7f,,Rwanda,2017A,unknown_Hybrid,0.1235525,,
id_d26c5557,0,Kenya,2018 LR,h6213,0.5,,
id_d26fa87c,0,Kenya,2018 LR,h6213,0.5,,
id_d2816b01,0,Kenya,2017 LR,SC DUMA 43,0.125,,
id_d28ab7cb,0,Kenya,2016 LR,H_6213,0.4,,
id_d296d8f8,0,Kenya,2018 LR,scduma43,0.25,,
id_d297bea1,0,Kenya,2018 LR,h6213,2,,
id_d299dfa1,0,Kenya,2018 LR,scduma43 wh505 localmaize,0.75,,
id_d29e1aca,0,Kenya,2016 LR,SC DUMA 43,0.75,,
id_d29eb9d5,0,Kenya,2018 LR,dk8031,0.5,,
id_d2a52129,0,Kenya,2018 LR,h614d,0.5,,
id_d2b84052,0,Kenya,2018 LR,dk8031,0.5,,
id_d2c02eb9,0,Kenya,2017 LR,DK 8031,0.5,,
id_d2ce2f90,0,Kenya,2017 LR,PN 15,0.5,,
id_d2d8d0a1,0,Kenya,2017 LR,SC Tembo 73,6,,
id_d2daf7df,0,Kenya,2016 LR,Local,0.5,,
id_d2e296e7,0,Kenya,2016 LR,Local,0.125,,
id_d2fdb1a4,0,Kenya,2016 LR,Local,0.25,,
id_d308f1ef,0,Kenya,2018 LR,h6213,1.2,,
id_d309e1a8,0,Kenya,2018 LR,localmaize,1,,
id_d312c3fb,0,Kenya,2018 LR,localmaize,0.375,,
id_d314ca60,3,Kenya,2016 LR,Local,0.5,,
id_d31c0f5a,0,Kenya,2018 LR,scduma43,0.25,,
id_d321d41f,0,Kenya,2018 LR,dk8031 localmaize,0.625,,
id_d32bcc04,0,Kenya,2018 LR,wh509,0.5,,
id_d330058c,0,Kenya,2018 LR,otherhybrid localmaize,0.25,,
id_d33053ef,0,Kenya,2018 LR,otherhybrid,0.5,,
id_d336036d,2,Kenya,2018 LR,dk8031 scduma43,1.5,,
id_d3394367,0,Kenya,2018 LR,h614d,0.5,,
id_d3440686,0,Kenya,2018 LR,h6218,0.3,,
id_d34edcb6,1,Kenya,2018 LR,localmaize,0.4,,
id_d354c219,0,Kenya,2018 LR,scsimba61,1,,
id_d358b23b,0,Kenya,2018 LR,otherhybrid,0.25,,
id_d36dfdeb,1,Kenya,2018 LR,h6218,0.25,,
id_d376550c,,Rwanda,2015A,Unspecified selected,0.296526,,
id_d37abb3c,0,Kenya,2018 LR,dk8031,0.5,,
id_d3828cd0,3,Kenya,2018 LR,h6213,0.25,,
id_d38b41f0,,Rwanda,2015A,Pan 4M21,0.247105,,
id_d397c44e,0,Kenya,2018 LR,h614d,0.5,,
id_d399bf64,0,Kenya,2018 LR,pioneerp3812w scsimba61 localmaize,4,,
id_d39f94be,0,Kenya,2018 LR,h6213,1,,
id_d3a7e391,0,Kenya,2018 LR,otherhybrid,0.4,,
id_d3ab929b,0,Kenya,2018 LR,dk90-89,0.5,,
id_d3ac40cf,0,Kenya,2018 LR,h614d,1,,
id_d3bb2189,0,Kenya,2018 LR,dk8031,0.5,,
id_d3cc8a0b,,Rwanda,2017A,unknown_Hybrid,0.1235525,,
id_d3e169f8,0,Kenya,2018 LR,h6213,0.75,,
id_d3ee6bcf,0,Kenya,2016 LR,DK_8031,0.25,,
id_d3eec6ca,,Rwanda,2015A,Pan 4M21,0.247105,,
id_d3f0e547,,Rwanda,2015B,PAN 4M21,0.247105,,
id_d3f238fa,0,Kenya,2017 LR,SC DUMA 43,0.125,,
id_d3f410c0,,Rwanda,2015B,NSP,0.0741315,,
id_d3f5dd98,0,Kenya,2018 LR,otherhybrid,1,,
id_d3f5e18b,0,Kenya,2018 LR,h6213,4,,
id_d3f6b505,0,Kenya,2018 LR,scduma43,2,,
id_d3fd201b,0,Kenya,2018 LR,scsimba61,0.5,,
id_d3fd6650,0,Kenya,2018 LR,localmaize,0.2,,
id_d3fde346,,Rwanda,2015A,Unspecified OPV,0.098842,,
id_d4177095,0,Kenya,2018 LR,localmaize,1,,
id_d426aecc,0,Kenya,2018 LR,otherhybrid,0.75,,
id_d4291a35,0,Kenya,2016 LR,Local,0.25,,
id_d42e0fcf,,Rwanda,2016B,pan691,0.45714425,,
id_d44a1d51,1,Kenya,2018 LR,localmaize,0.25,,
id_d45386bb,,Rwanda,2015B,PAN 4M21,0.03706575,,
id_d45c4413,0,Kenya,2018 LR,wh509,0.25,,
id_d4688e91,1,Kenya,2018 LR,localmaize,3,,
id_d47b9b20,0,Kenya,2018 LR,wh509,0.25,,
id_d496bfa3,,Rwanda,2015B,NSP,0.0889578,,
id_d496d1ab,0,Kenya,2018 LR,h6213,1,,
id_d4b7e6e1,1,Kenya,2018 LR,dk8031,0.75,,
id_d4c653e1,0,Kenya,2018 LR,pioneerp3812w,1,,
id_d4c77087,0,Kenya,2018 LR,otherhybrid,0.125,,
id_d4c8c76e,0,Kenya,2016 LR,SC_DUMA_43,0.25,,
id_d4cf1c57,1,Kenya,2018 LR,otherhybrid,0.5,,
id_d4ef7d81,,Rwanda,2016B,nsp,0.8648675,,
id_d502207f,1,Kenya,2018 LR,wh509 otherhybrid,1.5,,
id_d50ad9f5,0,Kenya,2018 LR,scsimba61,1,,
id_d50b07d5,0,Kenya,2018 LR,wh505,0.75,,
id_d50d3f24,1,Kenya,2018 LR,wh505,0.75,,
id_d50f82a4,0,Kenya,2018 LR,wh505 localmaize,0.25,,
id_d51425f1,0,Kenya,2018 LR,otherhybrid,0.25,,
id_d5218c81,0,Kenya,2017 LR,H 6213,0.25,,
id_d52b0210,0,Kenya,2018 LR,wh509,0.5,,
id_d539831b,0,Kenya,2018 LR,h614d,0.5,,
id_d55b7b00,,Tanzania,2015 LR,KS 614,13,,
id_d55ca0c8,0,Kenya,2016 LR,SC_SIMBA_61,0.25,,
id_d571cfce,2,Kenya,2018 LR,otherhybrid localmaize,0.675,,
id_d59400ce,0,Kenya,2018 LR,h6213 otherhybrid,0.75,,
id_d59f24cb,0,Kenya,2016 LR,DK 8031,0.25,,
id_d5aba648,1,Kenya,2017 LR,H 614D,1.5,,
id_d5abaa27,0,Kenya,2018 LR,wh505 wh509,0.75,,
